,word,vowels_amount,penultimate_word_ending,antepenultimate_word_ending,index
17715,RARITY,3,0,1,1
45287,RICKETY,3,0,1,1
15212,ROYALTY,3,0,1,1
28138,SANCTITY,3,0,1,1
18252,SCARCITY,3,0,1,1
49665,SEVENTY,3,0,1,1
5635,STAMATY,3,0,1,1
43552,STRATEGY,3,0,1,1
26012,SUBTLETY,3,0,1,1
27362,SWAGGERTY,3,0,1,1
22777,TRAVESTY,3,0,1,1
39416,TRINITY,3,0,1,1
14575,UGITY,3,0,1,1
22753,VARITY,3,0,1,1
21798,VARSITY,3,0,1,1
47628,ACIDITY,4,0,1,2
34784,ADVERSITY,4,0,1,2
10426,ALACRITY,4,0,1,2
36146,AMENITY,4,0,1,2
12547,ANALOGY,4,0,1,2
12958,ANXIETY,4,0,1,2
9020,ASPERITY,4,0,1,2
31611,ASTROLOGY,4,0,1,2
25596,AUSTERITY,4,0,1,2
8061,BENEQUITY,4,0,1,2
20228,CAUSALITY,4,0,1,2
35267,CELEBRITY,4,0,1,2
20039,CELERITY,4,0,1,2
7300,CENTRALITY,4,0,1,2
34179,CHRONOLOGY,4,0,1,2
11101,CIVILITY,4,0,1,2
28130,COMMODITY,4,0,1,2
48766,COMMUNITY,4,0,1,2
25189,COMPLEXITY,4,0,1,2
34666,CONFORMITY,4,0,1,2
16769,COSMOLOGY,4,0,1,2
28876,CREDULITY,4,0,1,2
45373,CUPIDITY,4,0,1,2
18238,DEBILITY,4,0,1,2
35274,DEFORMITY,4,0,1,2
20234,DEXTERITY,4,0,1,2
21336,DISCOGRAPHY,4,0,1,2
46655,DISPARITY,4,0,1,2
29669,DISUNITY,4,0,1,2
34177,ECHOGRAPHY,4,0,1,2
11324,ECOLOGY,4,0,1,2
39625,ETHNOLOGY,4,0,1,2
41382,FACILITY,4,0,1,2
19730,FECUNDITY,4,0,1,2
12858,FEROCITY,4,0,1,2
33371,FERTILITY,4,0,1,2
39323,FESTIVITY,4,0,1,2
4191,FORMALITY,4,0,1,2
20564,GRATUITY,4,0,1,2
10156,HEREDITY,4,0,1,2
49735,HUMANITY,4,0,1,2
38576,IDENTITY,4,0,1,2
14966,IMMUNITY,4,0,1,2
45839,IMPUNITY,4,0,1,2
24460,IMPURITY,4,0,1,2
23744,INEQUITY,4,0,1,2
10582,INIQUITY,4,0,1,2
5233,INTENSITY,4,0,1,2
41012,KAUMOGRAPHY,4,0,1,2
35930,LEGALITY,4,0,1,2
16845,LIMNOLOGY,4,0,1,2
45638,LIQUIDITY,4,0,1,2
48940,LITHOGRAPHY,4,0,1,2
34314,LUDOLOGY,4,0,1,2
16275,MATURITY,4,0,1,2
43045,MCAFFERTY,4,0,1,2
24075,MCCAFFERTY,4,0,1,2
12882,MCCLAUGHERTY,4,0,1,2
2574,MCGARITY,4,0,1,2
43513,MCGARRITY,4,0,1,2
46069,MCLAFFERTY,4,0,1,2
28512,MENDACITY,4,0,1,2
33090,MODALITY,4,0,1,2
14709,MONSTROSITY,4,0,1,2
48151,MORBIDITY,4,0,1,2
30853,MORPHOLOGY,4,0,1,2
45515,MORTALITY,4,0,1,2
12532,MYCOLOGY,4,0,1,2
24536,NECESSITY,4,0,1,2
40119,NEUROLOGY,4,0,1,2
30337,NEUTRALITY,4,0,1,2
6309,NOBILITY,4,0,1,2
22224,NONENTITY,4,0,1,2
43009,NORMALITY,4,0,1,2
3960,OBESITY,4,0,1,2
10094,ODOHERTY,4,0,1,2
4299,OFLAHERTY,4,0,1,2
17496,OTOLOGY,4,0,1,2
26087,PATERNITY,4,0,1,2
7411,PATHOLOGY,4,0,1,2
764,PENOLOGY,4,0,1,2
46143,PERPLEXITY,4,0,1,2
15613,PHILOSOPHY,4,0,1,2
8305,PHONOLOGY,4,0,1,2
48991,PLURALITY,4,0,1,2
1339,POMOLOGY,4,0,1,2
12324,POMPOSITY,4,0,1,2
19804,PORNOGRAPHY,4,0,1,2
39544,POSTERITY,4,0,1,2
37651,PROCLIVITY,4,0,1,2
1730,PROSPERITY,4,0,1,2
42668,REALITY,4,0,1,2
8426,RIGIDITY,4,0,1,2
45193,SECURITY,4,0,1,2
36675,SERENITY,4,0,1,2
30097,SEROLOGY,4,0,1,2
28638,SEVERITY,4,0,1,2
10583,SIMPLICITY,4,0,1,2
45011,SOBRIETY,4,0,1,2
3181,SOCIETY,4,0,1,2
8112,STABILITY,4,0,1,2
48909,STUPIDITY,4,0,1,2
30588,TEMERITY,4,0,1,2
42069,TENACITY,4,0,1,2
44421,THEOLOGY,4,0,1,2
45548,TIMIDITY,4,0,1,2
1308,TOMOGRAPHY,4,0,1,2
26564,TONALITY,4,0,1,2
759,TOPOGRAPHY,4,0,1,2
28009,TOPOLOGY,4,0,1,2
44681,TRANQUILITY,4,0,1,2
13054,TURBIDITY,4,0,1,2
35181,UBIQUITY,4,0,1,2
40248,UTILITY,4,0,1,2
13167,VARIETY,4,0,1,2
41592,VENALITY,4,0,1,2
27755,VERACITY,4,0,1,2
25366,VICINITY,4,0,1,2
43272,VIRGINITY,4,0,1,2
14974,VIRILITY,4,0,1,2
36432,VIROLOGY,4,0,1,2
28057,VISCOSITY,4,0,1,2
48284,ZOOLOGY,4,0,1,2
15973,AACHENER,3,0,0,1
12959,ABACUS,3,0,0,1
4103,ABASCAL,3,0,0,1
5413,ABCOTEK,3,0,0,1
44316,ABCS,3,0,0,1
36312,ABDICATES,3,0,0,1
36154,ABELARD,3,0,0,1
46944,ABERFORD,3,0,0,1
44331,ABERLE,3,0,0,1
12559,ABERMIN,3,0,0,1
44101,ABILENE,3,0,0,1
32887,ABLER,3,0,0,1
30992,ABROGATE,3,0,0,1
2016,ABRUTYN,3,0,0,1
8202,ABSHIER,3,0,0,1
7588,ABSOLOM,3,0,0,1
18978,ACADEME,3,0,0,1
43281,ACCENTED,3,0,0,1
9777,ACCENTING,3,0,0,1
23891,ACCIDENT,3,0,0,1
17218,ACCIDENTS,3,0,0,1
22137,ACCION,3,0,0,1
39785,ACCIVAL,3,0,0,1
40712,ACCOLADE,3,0,0,1
8578,ACCURATE,3,0,0,1
17668,ACCURAY,3,0,0,1
23062,ACHENBACH,3,0,0,1
692,ACHENBAUM,3,0,0,1
31442,ACHINGLY,3,0,0,1
45341,ACHTENBERG,3,0,0,1
17933,ACHTERBERG,3,0,0,1
37021,ACKERLY,3,0,0,1
8613,ACKERMANN,3,0,0,1
15285,ACKERSON,3,0,0,1
40543,ACROBATS,3,0,0,1
44962,ACRONYMS,3,0,0,1
19440,ACTIGALL,3,0,0,1
9295,ACTIVASE,3,0,0,1
23586,ACTIVELY,3,0,0,1
10384,ACTRESSES,3,0,0,1
33377,ACTUAL,3,0,0,1
17638,ACURAS,3,0,0,1
21333,ADAMANT,3,0,0,1
47665,ADAMCZAK,3,0,0,1
28737,ADAMCZYK,3,0,0,1
35552,ADAMKUS,3,0,0,1
22994,ADAMSON,3,0,0,1
18563,ADARAND,3,0,0,1
97,ADDEO,3,0,0,1
19240,ADDINGTON,3,0,0,1
21823,ADDITIVES,3,0,0,1
10143,ADDYSTON,3,0,0,1
10619,ADELAIDE,3,0,0,1
12827,ADELMAN,3,0,0,1
1845,ADELSON,3,0,0,1
29453,ADENA,3,0,0,1
15059,ADENAUER,3,0,0,1
34480,ADENINE,3,0,0,1
42229,ADENOIDS,3,0,0,1
34748,ADEQUATE,3,0,0,1
23003,ADERHOLD,3,0,0,1
40983,ADIA,3,0,0,1
39478,ADIPOSE,3,0,0,1
12992,ADJECTIVE,3,0,0,1
33337,ADJECTIVES,3,0,0,1
26125,ADJUTANT,3,0,0,1
9135,ADKINSON,3,0,0,1
32548,ADKISSON,3,0,0,1
34814,ADMIRAL,3,0,0,1
8593,ADMIRALS,3,0,0,1
43793,ADOLPHSON,3,0,0,1
33968,ADRDA,3,0,0,1
49037,ADRIA,3,0,0,1
42775,ADRIAN,3,0,0,1
8224,ADULATE,3,0,0,1
48674,ADUSDUR,3,0,0,1
35935,ADVACARE,3,0,0,1
36889,ADVENTISTS,3,0,0,1
41753,ADVOCATE,3,0,0,1
20391,ADVOCATES,3,0,0,1
49628,AENEAS,3,0,0,1
7786,AEOLUS,3,0,0,1
23560,AERIEN,3,0,0,1
28462,AERODROMES,3,0,0,1
20765,AERODYNE,3,0,0,1
21032,AEROJET,3,0,0,1
301,AEROLIFTS,3,0,0,1
4846,AEROMAR,3,0,0,1
41915,AEROQUIP,3,0,0,1
20693,AEROSOLS,3,0,0,1
41453,AEROSPACE,3,0,0,1
14457,AEROSTARS,3,0,0,1
40880,AEROSTATS,3,0,0,1
9722,AEROTECH,3,0,0,1
40404,AFFABLE,3,0,0,1
38770,AFFABLY,3,0,0,1
48336,AFFERENT,3,0,0,1
47996,AFFIXES,3,0,0,1
12448,AFFLERBACH,3,0,0,1
17788,AFFLUENT,3,0,0,1
9874,AFFRICATE,3,0,0,1
47980,AFFYMAX,3,0,0,1
16585,AFRICA,3,0,0,1
26435,AFTERALL,3,0,0,1
45291,AFTERGLOWS,3,0,0,1
10002,AFTERLIVES,3,0,0,1
22894,AFTERSHOCK,3,0,0,1
14316,AFTERTASTE,3,0,0,1
5717,AFTERTASTES,3,0,0,1
4572,AFTERTHOUGHTS,3,0,0,1
29072,AFTERWARDS,3,0,0,1
21960,AGACHES,3,0,0,1
3702,AGENCIES,3,0,0,1
21899,AGENCY,3,0,0,1
6046,AGERTON,3,0,0,1
28548,AGGREGATE,3,0,0,1
13554,AGITATE,3,0,0,1
12981,AGITPROP,3,0,0,1
39707,AGIUS,3,0,0,1
21383,AGNELLI,3,0,0,1
42777,AGNELLIS,3,0,0,1
38990,AGONIZE,3,0,0,1
43329,AGONIZED,3,0,0,1
43672,AGONY,3,0,0,1
11685,AGRESOURCE,3,0,0,1
38012,AGRICOLE,3,0,0,1
41689,AGRIFUEL,3,0,0,1
47137,AGRIFUELS,3,0,0,1
4944,AGUIAR,3,0,0,1
4640,AGUILLARD,3,0,0,1
17613,AHERIN,3,0,0,1
20537,AHMANSON,3,0,0,1
18935,AHMANSONS,3,0,0,1
47424,AIGUEBELLE,3,0,0,1
37427,AIRLIFTED,3,0,0,1
38874,AIRLINER,3,0,0,1
32042,AIRLINERS,3,0,0,1
24143,AIRPORTERS,3,0,0,1
37391,AIRPOWER,3,0,0,1
31631,AKERSON,3,0,0,1
10149,AKKERMAN,3,0,0,1
40855,AKSAMIT,3,0,0,1
14577,ALAGOAS,3,0,0,1
40137,ALAMO,3,0,0,1
37518,ALAMOUD,3,0,0,1
16443,ALANIZ,3,0,0,1
37238,ALASTAIR,3,0,0,1
26309,ALASTER,3,0,0,1
45759,ALBASHAUN,3,0,0,1
5438,ALBERDING,3,0,0,1
21923,ALBERTHAL,3,0,0,1
1018,ALBERTVILLE,3,0,0,1
42797,ALBRITTON,3,0,0,1
12447,ALCAZAR,3,0,0,1
43822,ALCESTER,3,0,0,1
17738,ALCOHOL,3,0,0,1
31379,ALDENVILLE,3,0,0,1
21934,ALDERFER,3,0,0,1
37660,ALDERMEN,3,0,0,1
36188,ALDERSON,3,0,0,1
22431,ALDERTON,3,0,0,1
35587,ALDICARB,3,0,0,1
11922,ALFREDSSON,3,0,0,1
13514,ALGERNON,3,0,0,1
41325,ALIAS,3,0,0,1
6351,ALIBI,3,0,0,1
23879,ALIEN,3,0,0,1
39319,ALIENATE,3,0,0,1
1807,ALIENS,3,0,0,1
37471,ALIZAC,3,0,0,1
14077,ALKAHEST,3,0,0,1
6370,ALKALI,3,0,0,1
2209,ALKALIES,3,0,0,1
6466,ALKALINE,3,0,0,1
23109,ALKALOID,3,0,0,1
45989,ALKALOIDS,3,0,0,1
49682,ALKEMA,3,0,0,1
41169,ALLBRITTON,3,0,0,1
34819,ALLDERDICE,3,0,0,1
21082,ALLEBACH,3,0,0,1
18452,ALLEMAND,3,0,0,1
41665,ALLENHURST,3,0,0,1
39538,ALLENSBACH,3,0,0,1
30363,ALLENSWORTH,3,0,0,1
17343,ALLENTOWN,3,0,0,1
44846,ALLENWOOD,3,0,0,1
40683,ALLERGEN,3,0,0,1
2444,ALLERGENS,3,0,0,1
6173,ALLERGISTS,3,0,0,1
27095,ALLGAIER,3,0,0,1
13982,ALLGEIER,3,0,0,1
33266,ALLGEMEINE,3,0,0,1
32856,ALLGEMEINES,3,0,0,1
26402,ALLIGOOD,3,0,0,1
28947,ALLINGTON,3,0,0,1
35455,ALLINSON,3,0,0,1
49668,ALLISON,3,0,0,1
44390,ALLISTON,3,0,0,1
36386,ALLOCATE,3,0,0,1
28008,ALLOGRAPHS,3,0,0,1
3460,ALLOPHONES,3,0,0,1
37339,ALLOTROPE,3,0,0,1
45693,ALLOTROPES,3,0,0,1
26342,ALLOWAY,3,0,0,1
17971,ALLYING,3,0,0,1
11212,ALMADEN,3,0,0,1
4719,ALPERIN,3,0,0,1
18892,ALPHABET,3,0,0,1
3187,ALSBURY,3,0,0,1
39050,ALSOBROOK,3,0,0,1
10683,ALTEMOSE,3,0,0,1
33138,ALTEMUS,3,0,0,1
23862,ALTENBURG,3,0,0,1
35630,ALTERING,3,0,0,1
42106,ALTERNATE,3,0,0,1
44104,ALTIMA,3,0,0,1
37297,ALTITUDE,3,0,0,1
9173,ALTITUDES,3,0,0,1
40524,ALTMEYER,3,0,0,1
24841,ALTSCHILLER,3,0,0,1
26291,ALTSHULER,3,0,0,1
44506,ALUMAX,3,0,0,1
28398,ALVAREZ,3,0,0,1
35493,ALZHEIMER,3,0,0,1
34549,AMABELLE,3,0,0,1
14891,AMACHER,3,0,0,1
11144,AMADOR,3,0,0,1
38985,AMADOU,3,0,0,1
17323,AMANDIME,3,0,0,1
47285,AMASON,3,0,0,1
37653,AMATIL,3,0,0,1
44458,AMAZON,3,0,0,1
21018,AMAZONS,3,0,0,1
49495,AMBERGER,3,0,0,1
42961,AMBERY,3,0,0,1
48104,AMBIANCE,3,0,0,1
46283,AMBIENT,3,0,0,1
48857,AMBISONE,3,0,0,1
46247,AMBLING,3,0,0,1
17324,AMBUSHES,3,0,0,1
37916,AMEDEE,3,0,0,1
10909,AMERMAN,3,0,0,1
38621,AMERON,3,0,0,1
42652,AMERSON,3,0,0,1
49618,AMETHYST,3,0,0,1
21081,AMICONE,3,0,0,1
9491,AMIRAN,3,0,0,1
30230,AMIRAULT,3,0,0,1
24355,AMIRAV,3,0,0,1
41652,AMISON,3,0,0,1
47086,AMITAI,3,0,0,1
46204,AMMERMAN,3,0,0,1
21971,AMMONITE,3,0,0,1
26499,AMMONITES,3,0,0,1
35059,AMNESTIES,3,0,0,1
41137,AMOCO,3,0,0,1
15801,AMORETTE,3,0,0,1
27140,AMORIST,3,0,0,1
14418,AMORTIZE,3,0,0,1
9219,AMORTIZED,3,0,0,1
48624,AMORY,3,0,0,1
7027,AMOSKEAG,3,0,0,1
2158,AMPARAN,3,0,0,1
14854,AMPERAGE,3,0,0,1
41575,AMPERSAND,3,0,0,1
28980,AMPHORA,3,0,0,1
25359,AMPLIFIED,3,0,0,1
13866,AMPLIFY,3,0,0,1
31978,AMPLIGEN,3,0,0,1
37631,AMPLITUDE,3,0,0,1
36750,AMPLOCORE,3,0,0,1
11676,AMPUTATE,3,0,0,1
36048,AMRHEIN,3,0,0,1
28633,AMULET,3,0,0,1
30772,AMUNDSON,3,0,0,1
47586,AMYLIN,3,0,0,1
9856,ANABLE,3,0,0,1
22244,ANACIN,3,0,0,1
33459,ANAEROBES,3,0,0,1
10233,ANAGRAM,3,0,0,1
43496,ANAHEIM,3,0,0,1
19505,ANALOG,3,0,0,1
38005,ANALOGUE,3,0,0,1
30701,ANALYZE,3,0,0,1
42200,ANALYZED,3,0,0,1
562,ANANDALE,3,0,0,1
35334,ANARCHISTS,3,0,0,1
3843,ANAREN,3,0,0,1
47244,ANATOLE,3,0,0,1
48100,ANCESTOR,3,0,0,1
18841,ANCESTRY,3,0,0,1
35400,ANCHORAGE,3,0,0,1
49787,ANCHORING,3,0,0,1
12967,ANCHORMAN,3,0,0,1
40929,ANDERA,3,0,0,1
38223,ANDERMAN,3,0,0,1
49652,ANDERSON,3,0,0,1
29862,ANDESITE,3,0,0,1
36058,ANDREASEN,3,0,0,1
33738,ANDREASSEN,3,0,0,1
34548,ANDREZAK,3,0,0,1
20663,ANECDOTE,3,0,0,1
41309,ANECDOTES,3,0,0,1
3643,ANFINSON,3,0,0,1
48261,ANGELES,3,0,0,1
27469,ANGELINE,3,0,0,1
21705,ANGELO,3,0,0,1
32655,ANGELOS,3,0,0,1
30073,ANGELOU,3,0,0,1
20430,ANGERING,3,0,0,1
46832,ANGIER,3,0,0,1
45554,ANGIO,3,0,0,1
48925,ANGLETON,3,0,0,1
1677,ANGLICAN,3,0,0,1
15464,ANGLICIZE,3,0,0,1
41003,ANGLOPHONE,3,0,0,1
15344,ANGOLAN,3,0,0,1
49106,ANGOLANS,3,0,0,1
18748,ANGRIER,3,0,0,1
4793,ANGRIEST,3,0,0,1
34163,ANGRILY,3,0,0,1
8023,ANGUISHING,3,0,0,1
6530,ANIAK,3,0,0,1
38651,ANIMATE,3,0,0,1
25285,ANIMATES,3,0,0,1
35554,ANITEC,3,0,0,1
33630,ANKARA,3,0,0,1
26586,ANNABEL,3,0,0,1
2701,ANNABELLE,3,0,0,1
25786,ANNELID,3,0,0,1
27392,ANNELIDS,3,0,0,1
43108,ANNENBERG,3,0,0,1
6211,ANNISTON,3,0,0,1
30943,ANNUAL,3,0,0,1
48185,ANNULAR,3,0,0,1
32035,ANOMIE,3,0,0,1
26775,ANREDER,3,0,0,1
39941,ANSWERING,3,0,0,1
7540,ANTEATER,3,0,0,1
7882,ANTELOPE,3,0,0,1
15514,ANTHIEL,3,0,0,1
38235,ANTHONY,3,0,0,1
34440,ANTHROBOT,3,0,0,1
48032,ANTICLINE,3,0,0,1
33204,ANTIDOTE,3,0,0,1
31182,ANTIGENS,3,0,0,1
4524,ANTIPHON,3,0,0,1
8681,ANTIPHONS,3,0,0,1
12313,ANTISENSE,3,0,0,1
34445,ANTONIN,3,0,0,1
18464,ANTONY,3,0,0,1
31124,ANTROBUS,3,0,0,1
33816,ANTROSCOPE,3,0,0,1
37828,ANXIOUSLY,3,0,0,1
38970,ANYONE,3,0,0,1
45508,ANYWAY,3,0,0,1
5287,ANYWAYS,3,0,0,1
28836,ANYWHERE,3,0,0,1
8056,ANZALONE,3,0,0,1
14747,APATHY,3,0,0,1
32568,APATITES,3,0,0,1
41347,APFELBAUM,3,0,0,1
41657,APNEA,3,0,0,1
5917,APOLLINE,3,0,0,1
45682,APOSTOL,3,0,0,1
23039,APPELHANS,3,0,0,1
11908,APPELMAN,3,0,0,1
35289,APPERSON,3,0,0,1
12121,APPETITE,3,0,0,1
29570,APPIA,3,0,0,1
26789,APPIAN,3,0,0,1
48497,APPLEGARTH,3,0,0,1
3738,APPLEGATE,3,0,0,1
32272,APPLESAUCE,3,0,0,1
24559,APPLESHARE,3,0,0,1
47721,APPLEYARD,3,0,0,1
37751,APPLICANT,3,0,0,1
12169,APPLICANTS,3,0,0,1
491,APPLING,3,0,0,1
28081,APREA,3,0,0,1
12683,APRICOT,3,0,0,1
40791,APTITUDES,3,0,0,1
1854,AQUALUNG,3,0,0,1
22987,AQUANAUTS,3,0,0,1
16734,AQUEDUCT,3,0,0,1
8490,AQUEOUS,3,0,0,1
40121,AQUIFERS,3,0,0,1
33608,AQUILA,3,0,0,1
47240,ARABIC,3,1,0,1
13151,ARABIE,3,0,0,1
26944,ARAFAT,3,0,0,1
35515,ARAGON,3,0,0,1
10773,ARANTXA,3,0,0,1
48187,ARARAT,3,0,0,1
10769,ARAWAK,3,0,0,1
47345,ARBEITER,3,0,0,1
11711,ARBITER,3,0,0,1
23145,ARBITRAGE,3,0,0,1
22456,ARBITRATE,3,0,0,1
39762,ARBITRATES,3,0,0,1
43873,ARBITRON,3,0,0,1
44709,ARBUCKLE,3,0,0,1
43232,ARCANUM,3,0,0,1
13076,ARCEO,3,0,0,1
33161,ARCHAMBAULT,3,0,0,1
1796,ARCHAMBEAU,3,0,0,1
2598,ARCHERY,3,0,0,1
11317,ARCHIBALD,3,0,0,1
8459,ARCHITECT,3,0,0,1
33917,ARCHITRAVE,3,0,0,1
30316,ARCHITRAVES,3,0,0,1
48618,ARCHIVIST,3,0,0,1
48392,ARCHRIVAL,3,0,0,1
24831,ARDENTLY,3,0,0,1
11968,AREA,3,0,0,1
34387,ARGENBRIGHT,3,0,0,1
6444,ARGONAUT,3,0,0,1
10035,ARGUING,3,0,0,1
47750,ARIAS,3,0,0,1
16044,ARISON,3,0,0,1
32409,ARISTECH,3,0,0,1
37028,ARKAROW,3,0,0,1
24818,ARLENA,3,0,0,1
14353,ARLINGTON,3,0,0,1
5690,ARMACOST,3,0,0,1
31737,ARMAMENTS,3,0,0,1
47659,ARMBRUSTER,3,0,0,1
21207,ARMENTROUT,3,0,0,1
35997,ARMINGTON,3,0,0,1
25711,ARMINIE,3,0,0,1
45285,ARMISTICE,3,0,0,1
416,ARMORY,3,0,0,1
15489,ARNESON,3,0,0,1
11316,ARONHALT,3,0,0,1
12304,ARRASMITH,3,0,0,1
12227,ARRINGTON,3,0,0,1
40780,ARROGANT,3,0,0,1
25613,ARROGATE,3,0,0,1
48362,ARROWHEAD,3,0,0,1
49247,ARROWHEADS,3,0,0,1
1551,ARROWOOD,3,0,0,1
2225,ARROWSMITH,3,0,0,1
25363,ARSENEAU,3,0,0,1
6026,ARSENEAULT,3,0,0,1
32372,ARSENIC,3,1,0,1
24137,ARSENIDE,3,0,0,1
33290,ARSONIST,3,0,0,1
49408,ARSONISTS,3,0,0,1
37075,ARTEMUS,3,0,0,1
38342,ARTERBURN,3,0,0,1
30347,ARTERY,3,0,0,1
8741,ARTHOTEC,3,0,0,1
3522,ARTHROPOD,3,0,0,1
29833,ARTHROPODS,3,0,0,1
24758,ARTICHOKES,3,0,0,1
953,ARTICLE,3,0,0,1
17565,ARTICLES,3,0,0,1
13641,ARTIFACT,3,0,0,1
33087,ARTIFACTS,3,0,0,1
21970,ARTIFICE,3,0,0,1
17537,ARTISANS,3,0,0,1
15035,ARYAN,3,0,0,1
20916,ASBERRY,3,0,0,1
46744,ASCHENBACH,3,0,0,1
32667,ASHARAH,3,0,0,1
18790,ASHENBERG,3,0,0,1
22851,ASIAWEEK,3,0,0,1
1778,ASIMOV,3,0,0,1
18824,ASKINGTON,3,0,0,1
24807,ASKREN,3,0,0,1
32957,ASLESON,3,0,0,1
45516,ASPARTAME,3,0,0,1
1559,ASPINWALL,3,0,0,1
32446,ASPIRANTS,3,0,0,1
42863,ASPIRATE,3,0,0,1
29822,ASPIRATES,3,0,0,1
15537,ASSELIN,3,0,0,1
24506,ASSELSTINE,3,0,0,1
21795,ASSOCIES,3,0,0,1
24666,ASSUBEL,3,0,0,1
39591,ASTEROID,3,0,0,1
28275,ASTRAKHAN,3,0,0,1
32474,ASTRONAUT,3,0,0,1
8949,ASTROTECH,3,0,0,1
6588,ASTROTURF,3,0,0,1
17145,ATATURK,3,0,0,1
25805,ATCHESON,3,0,0,1
18780,ATCHINSON,3,0,0,1
13613,ATCHISON,3,0,0,1
11607,ATHERTON,3,0,0,1
21953,ATKERSON,3,0,0,1
14256,ATKISON,3,0,0,1
11146,ATMOSPHERE,3,0,0,1
43479,ATRIA,3,0,0,1
2917,ATROPHIED,3,0,0,1
5327,ATROPHIES,3,0,0,1
23136,ATTABOY,3,0,0,1
36126,ATTICA,3,0,0,1
2998,ATTITUDES,3,0,0,1
36282,AUCTIONING,3,0,0,1
44994,AUDERBURN,3,0,0,1
15198,AUDIBLES,3,0,0,1
22080,AUDIBLY,3,0,0,1
42781,AUDIENCE,3,0,0,1
44939,AUDITING,3,0,0,1
31519,AUDITOR,3,0,0,1
37397,AUDITORS,3,0,0,1
3249,AUDRIE,3,0,0,1
48409,AUFHAUSER,3,0,0,1
31521,AUGSBURGER,3,0,0,1
26942,AUGSPURGER,3,0,0,1
21426,AUGURING,3,0,0,1
39575,AUGUSTSON,3,0,0,1
10777,AUKERMAN,3,0,0,1
45850,AULANDER,3,0,0,1
17870,AUPPERLE,3,0,0,1
1116,AUREOLE,3,0,0,1
24525,AUSIMONT,3,0,0,1
33068,AUSTRIA,3,0,0,1
35887,AUSTRIANS,3,0,0,1
31475,AUTOBAHN,3,0,0,1
24976,AUTOBON,3,0,0,1
359,AUTOCLAVE,3,0,0,1
28751,AUTOCRAT,3,0,0,1
49798,AUTODESK,3,0,0,1
23366,AUTODIE,3,0,0,1
6897,AUTOFACT,3,0,0,1
943,AUTOGRAPHED,3,0,0,1
7783,AUTOMAP,3,0,0,1
21511,AUTOMATE,3,0,0,1
33898,AUTOMATES,3,0,0,1
48714,AUTOPARTS,3,0,0,1
6326,AUTOPSIED,3,0,0,1
41955,AUTOPSIES,3,0,0,1
32077,AUTOPSY,3,0,0,1
49572,AUTORAD,3,0,0,1
45735,AUTORADS,3,0,0,1
12845,AUXIER,3,0,0,1
18189,AVALANCHE,3,0,0,1
1051,AVALON,3,0,0,1
6762,AVATARS,3,0,0,1
19101,AVEDON,3,0,0,1
24783,AVERAGES,3,0,0,1
33876,AVERAGING,3,0,0,1
20929,AVERBECK,3,0,0,1
22382,AVERETT,3,0,0,1
24671,AVERETTE,3,0,0,1
18386,AVERITT,3,0,0,1
26502,AVERYL,3,0,0,1
5836,AVIALL,3,0,0,1
18638,AVIGNON,3,0,0,1
23088,AVODON,3,0,0,1
29800,AVRAHAM,3,0,0,1
